g111	g112	g113	g121	g122	g123	g131	g132	g133	g14	g15	g211	g212	g213	g214	g215	g216	g217	g218	g219	g2110	g22	g23	g24	g25	g26	g3
2 3	2 3	0 1	2 3	2 3	3 4	1 2	1 2	2 3	3 4	1 1	20 30	43 43	90 90	173 173	9 9	44 44	17179 17179	1 1	5 5	3 3	4 6	4 6	2 3	2 3	3 4	269555 404332	
3 4	0 0	0 1	5 8	1 2	0 1	3 4	0 1	3 4	4 6	1 1	10 15	6 6	4 4	32 32	1 1	27 27	2005 2005	8 8	2 2	5 5	1 2	3 4	4 6	4 6	2 3	188919 283378	
0 1	3 4	1 2	1 2	2 3	6 9	3 4	0 0	1 2	1 2	1 1	22 33	23 23	42 42	107 107	6 6	10 10	9996 9996	10 10	5 5	4 4	2 3	4 6	1 2	2 3	4 6	310870 466305	
3 4	1 2	1 2	6 9	2 3	2 3	1 2	2 3	3 4	2 3	0 0	9 14	45 45	93 93	174 174	8 8	43 43	17309 17309	9 9	1 1	5 5	4 6	0 1	4 6	1 2	1 2	159241 238862	
2 3	3 4	0 0	4 6	8 12	8 12	1 2	2 3	0 1	3 4	1 1	21 32	35 35	69 69	132 132	6 6	4 4	13450 13450	5 5	4 4	1 1	3 4	4 6	3 4	0 1	3 4	271436 407155	
1 2	3 4	0 1	6 9	7 10	3 4	0 1	0 1	1 2	1 2	1 1	12 18	37 37	77 77	170 170	9 9	39 39	16564 16564	15 15	5 5	3 3	0 1	2 3	3 4	2 3	2 3	206118 309177	
3 4	3 4	2 3	0 1	6 9	8 12	1 2	0 0	0 1	4 6	1 1	19 28	24 24	42 42	85 85	3 3	3 3	7716 7716	6 6	2 2	2 2	2 3	1 2	0 1	1 2	3 4	284754 427131	
3 4	2 3	3 4	4 7	7 10	0 1	4 6	0 0	3 4	3 4	1 1	12 18	27 27	48 48	87 87	6 6	12 12	9994 9994	2 2	4 4	3 3	4 6	0 1	1 2	0 1	2 3	178701 268052	
2 3	1 2	0 0	4 6	1 2	0 1	0 0	3 4	3 4	1 2	1 1	22 33	10 10	33 33	65 65	3 3	21 21	5966 5966	0 0	1 1	2 2	4 6	2 3	1 2	1 2	3 4	245948 368922	
0 0	3 4	0 0	6 9	4 6	0 1	0 1	1 2	0 1	3 4	0 0	8 12	44 44	82 82	167 167	8 8	4 4	16960 16960	12 12	3 3	3 3	1 2	2 3	3 4	0 1	0 1	92535 138802	
1 2	0 0	0 0	3 4	7 10	0 1	0 1	0 0	4 6	0 1	1 1	15 22	31 31	56 56	109 109	5 5	37 37	11970 11970	13 13	5 5	2 2	4 6	3 4	1 2	2 3	2 3	208099 312148	
2 3	1 2	0 1	1 2	3 4	1 2	2 3	3 4	2 3	2 3	1 1	19 28	26 26	56 56	82 82	6 6	37 37	9765 9765	11 11	5 5	2 2	0 1	0 1	4 6	1 2	3 4	250341 375512	
0 1	0 1	3 4	3 4	5 8	4 6	0 0	0 1	3 4	3 4	1 1	23 34	6 6	25 25	47 47	2 2	22 22	4041 4041	12 12	2 2	2 2	1 2	4 6	2 3	1 2	4 6	307820 461731	
3 4	0 1	1 2	6 9	6 9	8 12	2 3	0 0	2 3	2 3	0 0	1 2	3 3	3 3	44 44	1 1	35 35	2387 2387	10 10	1 1	3 3	1 2	1 2	2 3	0 1	0 1	85976 128964	
0 0	0 1	3 4	3 4	3 4	0 1	3 4	0 1	6 9	3 4	0 0	5 8	15 15	17 17	34 34	2 2	16 16	4725 4725	0 0	3 3	5 5	2 3	4 6	3 4	3 4	0 1	80000 120000	
0 0	1 2	3 4	5 8	6 9	1 2	0 1	0 1	3 4	2 3	0 0	8 13	38 38	64 64	147 147	7 7	26 26	13869 13869	0 0	3 3	2 2	1 2	2 3	1 2	0 1	1 2	138908 208362	
3 4	3 4	1 2	2 3	8 12	5 8	4 6	0 0	5 8	3 4	0 0	7 10	42 42	71 71	140 140	7 7	26 26	15500 15500	9 9	3 3	2 2	1 2	0 1	0 1	3 4	1 2	108440 162660	
1 2	2 3	0 0	7 10	5 8	5 8	0 1	1 2	4 6	1 2	1 1	12 18	3 3	12 12	10 10	2 2	23 23	1631 1631	19 19	5 5	1 1	0 1	3 4	4 6	0 1	2 3	207336 311004	
2 3	3 4	1 2	7 10	7 10	2 3	0 1	0 0	3 4	1 2	0 0	4 6	9 9	28 28	59 59	3 3	35 35	5034 5034	7 7	2 2	1 1	3 4	2 3	0 1	4 6	0 1	80000 120000	
0 0	3 4	3 4	5 8	6 9	7 10	1 2	1 2	4 6	0 1	0 0	7 10	49 49	97 97	200 200	9 9	43 43	19061 19061	10 10	3 3	3 3	3 4	1 2	0 1	1 2	0 1	80000 120000	
2 3	2 3	3 4	8 12	4 7	5 8	4 6	0 1	0 1	0 1	0 0	8 12	11 11	21 21	10 10	2 2	21 21	2338 2338	20 20	3 3	1 1	3 4	1 2	4 6	1 2	1 2	100391 150586	
1 2	0 1	0 0	3 4	5 8	2 3	0 0	2 3	5 8	0 1	1 1	11 16	21 21	34 34	56 56	4 4	48 48	6778 6778	18 18	1 1	3 3	1 2	4 6	3 4	1 2	2 3	166632 249948	
2 3	0 1	0 1	7 10	4 7	4 6	0 0	0 0	1 2	0 1	1 1	13 20	11 11	24 24	32 32	2 2	13 13	3526 3526	20 20	5 5	2 2	0 1	4 6	4 6	3 4	2 3	165814 248721	
0 0	0 1	1 2	3 4	4 7	2 3	0 0	0 1	4 6	3 4	0 0	7 10	21 21	51 51	75 75	5 5	20 20	9152 9152	5 5	2 2	1 1	1 2	1 2	0 1	1 2	1 2	112888 169332	
1 2	0 0	0 1	3 4	4 7	7 10	4 6	2 3	5 8	0 1	1 1	12 19	12 12	24 24	24 24	2 2	9 9	3093 3093	0 0	2 2	1 1	3 4	3 4	1 2	2 3	2 3	219414 329121	
1 2	0 0	3 4	2 3	6 9	6 9	0 1	0 0	5 8	2 3	1 1	16 24	9 9	21 21	51 51	2 2	49 49	4483 4483	0 0	5 5	3 3	1 2	2 3	0 1	4 6	2 3	208777 313166	
0 1	1 2	2 3	3 4	8 12	1 2	1 2	0 1	1 2	4 6	0 0	12 18	41 41	80 80	160 160	8 8	4 4	16381 16381	3 3	5 5	1 1	4 6	2 3	0 1	3 4	1 2	110702 166053	
1 2	0 0	0 0	4 7	1 2	5 8	4 6	0 1	4 6	4 6	1 1	16 25	45 45	75 75	178 178	8 8	42 42	16589 16589	13 13	2 2	4 4	1 2	1 2	3 4	4 6	3 4	251295 376942	
2 3	0 0	0 1	3 4	5 8	6 9	0 1	2 3	1 2	2 3	1 1	17 26	16 16	23 23	80 80	3 3	44 44	6465 6465	18 18	5 5	4 4	4 6	2 3	0 1	3 4	3 4	242439 363658	
3 4	0 1	0 0	4 7	4 6	5 8	2 3	0 0	5 8	1 2	1 1	17 26	24 24	40 40	95 95	5 5	24 24	8936 8936	4 4	1 1	3 3	3 4	1 2	4 6	1 2	2 3	207980 311971	
2 3	1 2	0 0	4 6	3 4	4 7	0 1	2 3	1 2	1 2	1 1	16 24	49 49	93 93	179 179	10 10	21 21	19346 19346	2 2	4 4	1 1	4 6	3 4	3 4	1 2	2 3	182884 274327	
3 4	1 2	0 0	1 2	6 9	6 9	3 4	0 1	2 3	4 6	1 1	16 25	13 13	29 29	60 60	3 3	46 46	4596 4596	18 18	2 2	5 5	1 2	3 4	1 2	1 2	3 4	237852 356778	
0 1	2 3	0 0	4 7	4 7	1 2	0 1	0 1	0 1	2 3	1 1	20 30	44 44	100 100	169 169	9 9	36 36	18204 18204	9 9	5 5	3 3	4 6	4 6	0 1	2 3	3 4	233216 349824	
2 3	2 3	1 2	8 12	7 10	6 9	0 0	3 4	4 7	1 2	0 0	6 9	14 14	24 24	45 45	3 3	50 50	4931 4931	2 2	1 1	2 2	4 6	0 1	0 1	2 3	1 2	106909 160364	
3 4	1 2	0 0	6 9	8 12	6 9	1 2	0 0	4 7	1 2	0 0	13 20	9 9	10 10	41 41	1 1	37 37	3212 3212	20 20	5 5	3 3	3 4	4 6	4 6	4 6	1 2	154957 232436	
0 1	0 0	0 0	4 6	3 4	3 4	4 6	0 1	5 8	3 4	1 1	17 26	29 29	64 64	149 149	7 7	18 18	13488 13488	11 11	1 1	1 1	1 2	4 6	0 1	2 3	3 4	286534 429801	
3 4	0 0	1 2	4 7	5 8	2 3	4 6	0 1	2 3	0 1	1 1	11 16	15 15	33 33	87 87	4 4	34 34	7626 7626	3 3	3 3	5 5	1 2	4 6	3 4	0 1	2 3	160143 240214	
0 0	3 4	2 3	8 12	2 3	1 2	4 6	2 3	6 9	0 1	1 1	22 33	6 6	13 13	10 10	0 0	47 47	982 982	12 12	5 5	2 2	1 2	3 4	0 1	3 4	4 6	320000 480000	
0 0	1 2	0 1	1 2	4 7	4 7	3 4	1 2	1 2	0 1	1 1	16 24	22 22	39 39	81 81	3 3	10 10	7905 7905	8 8	5 5	4 4	2 3	2 3	1 2	1 2	2 3	196348 294522	
1 2	0 1	0 1	4 7	4 7	4 6	4 6	0 0	5 8	1 2	1 1	20 31	36 36	82 82	154 154	7 7	24 24	15709 15709	19 19	3 3	5 5	0 1	0 1	2 3	2 3	3 4	281118 421677	
0 1	3 4	0 0	1 2	1 2	1 2	4 6	2 3	3 4	2 3	1 1	23 34	31 31	60 60	111 111	7 7	40 40	11112 11112	2 2	5 5	3 3	1 2	4 6	2 3	0 1	4 6	311970 467955	
0 1	1 2	0 0	0 1	3 4	0 1	0 0	1 2	4 7	3 4	1 1	18 27	29 29	45 45	90 90	5 5	33 33	9904 9904	0 0	2 2	3 3	1 2	4 6	0 1	1 2	2 3	165885 248828	
0 1	0 1	2 3	4 7	4 6	1 2	3 4	3 4	4 6	1 2	0 0	12 18	43 43	84 84	168 168	9 9	39 39	17383 17383	0 0	4 4	4 4	4 6	3 4	0 1	2 3	1 2	154083 231124	
3 4	1 2	1 2	2 3	2 3	4 6	2 3	1 2	1 2	0 1	0 0	2 3	50 50	100 100	200 200	10 10	39 39	18997 18997	10 10	2 2	5 5	4 6	0 1	4 6	3 4	0 1	80000 120000	
1 2	3 4	0 0	5 8	4 7	5 8	0 0	2 3	0 1	0 1	1 1	19 28	13 13	29 29	44 44	3 3	8 8	6199 6199	18 18	1 1	2 2	3 4	0 1	1 2	2 3	3 4	271940 407910	
0 0	0 1	1 2	4 6	2 3	6 9	1 2	2 3	5 8	0 1	1 1	16 25	37 37	68 68	152 152	7 7	43 43	14854 14854	20 20	1 1	3 3	3 4	3 4	1 2	4 6	2 3	181898 272847	
1 2	1 2	0 0	0 1	4 7	5 8	4 6	1 2	1 2	4 6	1 1	18 27	42 42	89 89	179 179	10 10	38 38	18534 18534	0 0	3 3	2 2	2 3	3 4	3 4	4 6	3 4	242617 363926	
2 3	0 0	2 3	3 4	5 8	5 8	4 6	2 3	4 7	0 1	1 1	20 31	36 36	65 65	128 128	7 7	39 39	14773 14773	0 0	3 3	5 5	0 1	1 2	0 1	1 2	4 6	320000 480000	
0 1	0 1	2 3	8 12	1 2	3 4	0 1	3 4	6 9	0 1	1 1	18 27	37 37	66 66	135 135	8 8	13 13	14465 14465	0 0	3 3	5 5	4 6	1 2	4 6	2 3	3 4	235353 353030	
0 0	0 1	3 4	2 3	8 12	0 1	0 0	0 1	1 2	0 1	0 0	13 20	42 42	85 85	200 200	9 9	3 3	18603 18603	14 14	5 5	2 2	2 3	2 3	1 2	0 1	1 2	136662 204993	
0 0	0 0	0 0	1 2	3 4	0 1	0 1	1 2	4 7	4 6	1 1	16 25	0 0	2 2	15 15	0 0	4 4	976 976	16 16	3 3	3 3	4 6	4 6	0 1	4 6	3 4	272135 408202	
0 1	3 4	2 3	3 4	2 3	8 12	0 1	3 4	4 7	1 2	1 1	20 31	33 33	65 65	116 116	6 6	23 23	11233 11233	3 3	1 1	2 2	3 4	4 6	3 4	0 1	3 4	281456 422185	
0 1	0 1	0 0	7 10	4 7	4 7	0 1	0 1	6 9	3 4	0 0	13 20	36 36	64 64	135 135	6 6	38 38	13286 13286	10 10	5 5	3 3	4 6	3 4	3 4	2 3	1 2	106614 159921	
0 0	0 1	0 0	4 6	4 7	4 6	0 1	2 3	5 8	2 3	1 1	16 24	26 26	46 46	115 115	5 5	41 41	10271 10271	10 10	1 1	2 2	4 6	2 3	0 1	2 3	3 4	228440 342660	
3 4	0 1	1 2	6 9	2 3	0 1	3 4	0 0	6 9	0 1	1 1	15 22	10 10	28 28	61 61	2 2	14 14	4195 4195	15 15	5 5	5 5	4 6	1 2	2 3	1 2	2 3	183539 275308	
3 4	2 3	3 4	4 7	5 8	4 6	3 4	0 1	0 1	3 4	0 0	1 2	31 31	71 71	125 125	7 7	28 28	13615 13615	7 7	2 2	5 5	2 3	3 4	3 4	2 3	0 1	80000 120000	
0 0	3 4	1 2	6 9	4 7	4 7	3 4	1 2	5 8	0 1	0 0	10 15	21 21	56 56	105 105	4 4	12 12	9314 9314	18 18	5 5	4 4	4 6	4 6	4 6	1 2	1 2	102326 153489	
0 1	0 0	0 0	8 12	3 4	8 12	1 2	3 4	0 1	2 3	1 1	14 21	33 33	65 65	132 132	7 7	35 35	14124 14124	11 11	3 3	4 4	4 6	2 3	2 3	0 1	2 3	203813 305720	
0 1	0 1	2 3	4 6	8 12	2 3	2 3	0 0	4 6	4 6	1 1	24 36	7 7	18 18	14 14	0 0	30 30	2214 2214	17 17	4 4	1 1	2 3	4 6	2 3	3 4	4 6	301133 451700	
2 3	0 1	0 0	2 3	6 9	1 2	0 0	1 2	0 1	4 6	1 1	20 31	19 19	43 43	75 75	4 4	9 9	7387 7387	10 10	1 1	4 4	1 2	0 1	2 3	2 3	3 4	271484 407226	
1 2	0 1	1 2	4 6	4 6	1 2	4 6	0 0	5 8	0 1	0 0	3 4	19 19	27 27	62 62	3 3	36 36	5842 5842	6 6	3 3	5 5	3 4	1 2	0 1	0 1	0 1	80000 120000	
3 4	0 0	1 2	8 12	5 8	5 8	0 0	0 1	5 8	4 6	0 0	0 1	30 30	70 70	147 147	7 7	16 16	13411 13411	7 7	2 2	4 4	0 1	3 4	3 4	1 2	0 1	80000 120000	
0 1	0 0	2 3	5 8	3 4	4 6	0 1	0 0	6 9	4 6	0 0	12 18	42 42	88 88	197 197	9 9	32 32	18268 18268	8 8	4 4	5 5	3 4	3 4	4 6	0 1	1 2	100729 151094	
2 3	0 1	3 4	7 10	2 3	4 6	0 0	2 3	0 1	4 6	0 0	2 3	45 45	99 99	177 177	9 9	18 18	18759 18759	9 9	4 4	2 2	3 4	3 4	4 6	1 2	0 1	80000 120000	
1 2	2 3	0 1	3 4	6 9	8 12	4 6	0 0	4 6	2 3	0 0	7 10	50 50	99 99	200 200	10 10	10 10	19841 19841	3 3	2 2	5 5	3 4	3 4	0 1	3 4	1 2	106034 159051	
3 4	0 1	2 3	2 3	6 9	5 8	4 6	3 4	1 2	2 3	1 1	21 32	37 37	73 73	161 161	8 8	46 46	16600 16600	13 13	4 4	4 4	3 4	3 4	4 6	0 1	3 4	266211 399316	
2 3	3 4	0 0	1 2	8 12	4 7	0 0	0 0	1 2	4 6	0 0	10 15	37 37	75 75	142 142	8 8	30 30	14258 14258	7 7	2 2	2 2	1 2	0 1	2 3	2 3	1 2	140968 211453	
2 3	0 1	3 4	1 2	1 2	4 7	3 4	0 1	2 3	4 6	0 0	8 12	42 42	97 97	183 183	9 9	42 42	18274 18274	18 18	5 5	5 5	2 3	3 4	2 3	4 6	0 1	80220 120331	
2 3	1 2	0 0	8 12	2 3	5 8	2 3	0 0	3 4	4 6	0 0	4 7	19 19	30 30	69 69	3 3	50 50	6964 6964	20 20	2 2	3 3	1 2	2 3	0 1	3 4	0 1	80000 120000	
3 4	2 3	0 0	8 12	5 8	4 6	0 0	0 1	3 4	4 6	0 0	1 2	3 3	22 22	45 45	0 0	23 23	2868 2868	11 11	5 5	1 1	3 4	4 6	3 4	3 4	0 1	80000 120000	
1 2	2 3	0 0	4 6	4 7	3 4	4 6	2 3	6 9	2 3	0 0	7 10	16 16	33 33	37 37	1 1	47 47	4840 4840	10 10	1 1	3 3	2 3	1 2	2 3	1 2	1 2	108455 162682	
2 3	1 2	3 4	6 9	4 6	0 1	0 1	2 3	4 6	1 2	0 0	10 15	31 31	59 59	123 123	7 7	37 37	12866 12866	20 20	2 2	1 1	3 4	2 3	1 2	0 1	1 2	112870 169305	
0 1	2 3	0 1	0 1	6 9	4 6	1 2	0 0	4 6	2 3	0 0	8 13	50 50	87 87	176 176	9 9	13 13	18372 18372	4 4	4 4	1 1	4 6	4 6	4 6	0 1	1 2	137038 205557	
0 1	2 3	0 0	2 3	6 9	4 6	1 2	0 0	5 8	4 6	1 1	15 22	37 37	72 72	131 131	7 7	7 7	14930 14930	18 18	5 5	2 2	4 6	4 6	3 4	0 1	2 3	163042 244563	
2 3	3 4	1 2	7 10	8 12	4 6	0 1	0 1	4 7	2 3	0 0	1 2	25 25	46 46	94 94	4 4	44 44	8894 8894	18 18	3 3	2 2	4 6	3 4	0 1	3 4	0 1	88412 132619	
0 0	3 4	2 3	2 3	2 3	2 3	1 2	0 1	6 9	2 3	1 1	11 16	0 0	2 2	27 27	1 1	30 30	1031 1031	8 8	1 1	2 2	0 1	4 6	0 1	3 4	2 3	181342 272013	
1 2	1 2	1 2	7 10	1 2	6 9	0 1	0 1	6 9	2 3	0 0	8 12	17 17	42 42	70 70	5 5	45 45	7730 7730	2 2	1 1	2 2	2 3	3 4	2 3	3 4	0 1	80000 120000	
3 4	3 4	2 3	0 1	1 2	4 7	2 3	0 0	1 2	1 2	0 0	8 12	32 32	62 62	109 109	6 6	44 44	12095 12095	10 10	3 3	1 1	0 1	4 6	3 4	1 2	1 2	151021 226532	
2 3	3 4	1 2	7 10	3 4	7 10	4 6	2 3	2 3	4 6	1 1	20 31	0 0	2 2	17 17	0 0	42 42	1104 1104	4 4	4 4	3 3	3 4	3 4	2 3	1 2	3 4	256632 384949	
0 1	0 1	2 3	6 9	2 3	6 9	3 4	3 4	6 9	0 1	1 1	16 25	14 14	19 19	50 50	3 3	33 33	5000 5000	2 2	2 2	3 3	1 2	1 2	3 4	2 3	3 4	263493 395240	
1 2	0 0	3 4	7 10	4 6	6 9	4 6	1 2	3 4	4 6	1 1	18 27	46 46	95 95	182 182	10 10	10 10	19505 19505	9 9	2 2	5 5	2 3	0 1	1 2	3 4	3 4	237947 356920	
1 2	2 3	2 3	8 12	7 10	0 1	1 2	3 4	2 3	4 6	0 0	8 12	39 39	82 82	180 180	8 8	32 32	16874 16874	12 12	3 3	2 2	0 1	2 3	3 4	1 2	0 1	95844 143767	
0 1	2 3	2 3	2 3	4 7	8 12	1 2	3 4	0 1	1 2	0 0	9 14	45 45	100 100	185 185	10 10	45 45	19721 19721	14 14	5 5	2 2	3 4	0 1	4 6	0 1	1 2	151475 227212	
3 4	3 4	3 4	0 1	1 2	0 1	2 3	3 4	2 3	4 6	0 0	12 19	6 6	21 21	44 44	1 1	5 5	3905 3905	3 3	5 5	2 2	1 2	4 6	3 4	3 4	1 2	116604 174906	
3 4	0 0	1 2	0 1	6 9	4 6	3 4	1 2	2 3	1 2	0 0	1 2	13 13	24 24	64 64	4 4	19 19	6590 6590	5 5	4 4	2 2	4 6	0 1	3 4	0 1	0 1	80000 120000	
3 4	0 0	1 2	4 6	3 4	3 4	1 2	0 0	3 4	1 2	1 1	15 22	15 15	33 33	49 49	3 3	1 1	5438 5438	8 8	1 1	2 2	4 6	4 6	0 1	1 2	2 3	211260 316890	
0 0	1 2	0 0	1 2	6 9	4 6	2 3	3 4	2 3	4 6	1 1	15 22	0 0	3 3	10 10	2 2	19 19	1480 1480	4 4	3 3	5 5	1 2	3 4	4 6	3 4	2 3	187195 280792	
3 4	1 2	0 0	7 10	4 7	8 12	2 3	3 4	4 7	2 3	0 0	6 9	43 43	93 93	195 195	10 10	7 7	19065 19065	4 4	3 3	5 5	2 3	4 6	1 2	0 1	0 1	80000 120000	
1 2	3 4	0 0	6 9	8 12	3 4	3 4	0 0	3 4	1 2	1 1	22 33	18 18	41 41	58 58	3 3	31 31	7153 7153	7 7	3 3	2 2	3 4	1 2	1 2	3 4	4 6	314467 471700	
0 0	2 3	1 2	6 9	1 2	1 2	1 2	0 0	0 1	1 2	1 1	18 27	35 35	73 73	149 149	7 7	35 35	13501 13501	11 11	2 2	2 2	0 1	2 3	2 3	2 3	3 4	249218 373827	
1 2	0 0	0 1	4 7	5 8	7 10	0 1	2 3	6 9	1 2	1 1	15 22	9 9	33 33	44 44	2 2	30 30	5420 5420	1 1	2 2	4 4	0 1	0 1	1 2	4 6	2 3	163308 244962	
3 4	3 4	1 2	2 3	4 7	4 6	2 3	1 2	3 4	4 6	0 0	1 2	21 21	28 28	73 73	3 3	8 8	6940 6940	19 19	2 2	3 3	1 2	1 2	2 3	2 3	0 1	88081 132122	
3 4	0 1	1 2	4 7	5 8	5 8	0 0	2 3	4 6	0 1	1 1	13 20	15 15	27 27	45 45	3 3	36 36	5078 5078	13 13	3 3	1 1	1 2	4 6	4 6	1 2	2 3	174308 261463	
0 0	0 0	2 3	1 2	1 2	3 4	0 1	0 0	0 1	0 1	0 0	10 15	43 43	76 76	180 180	9 9	47 47	16902 16902	11 11	4 4	2 2	4 6	1 2	2 3	2 3	1 2	159251 238876	
1 2	0 0	0 0	8 12	4 7	4 6	2 3	2 3	6 9	3 4	1 1	12 19	19 19	36 36	62 62	4 4	7 7	7948 7948	17 17	1 1	4 4	0 1	0 1	4 6	4 6	2 3	180814 271221	
1 2	0 1	2 3	0 1	8 12	1 2	4 6	2 3	6 9	3 4	0 0	8 13	2 2	19 19	27 27	1 1	17 17	1968 1968	4 4	2 2	3 3	4 6	1 2	0 1	0 1	1 2	133011 199516	
0 1	0 1	3 4	4 7	8 12	0 1	0 1	0 1	1 2	1 2	1 1	17 26	28 28	53 53	101 101	5 5	22 22	11547 11547	4 4	5 5	3 3	4 6	3 4	4 6	0 1	3 4	267140 400710	
1 2	3 4	0 0	4 7	8 12	4 7	1 2	1 2	4 6	2 3	0 0	7 10	19 19	33 33	46 46	4 4	18 18	6562 6562	0 0	2 2	4 4	3 4	1 2	2 3	0 1	1 2	152968 229453	
0 0	0 0	1 2	8 12	2 3	6 9	1 2	0 0	1 2	3 4	0 0	9 14	9 9	21 21	35 35	3 3	10 10	4471 4471	6 6	1 1	1 1	4 6	2 3	0 1	2 3	1 2	126756 190134	
1 2	0 0	2 3	4 6	4 7	1 2	2 3	3 4	2 3	4 6	1 1	22 33	14 14	24 24	44 44	3 3	29 29	6174 6174	0 0	2 2	3 3	1 2	2 3	3 4	1 2	3 4	245193 367790	
1 2	0 1	0 0	3 4	8 12	3 4	0 0	2 3	2 3	1 2	1 1	23 34	13 13	28 28	69 69	4 4	41 41	6768 6768	15 15	2 2	4 4	2 3	3 4	2 3	2 3	4 6	320000 480000	
0 0	0 0	0 0	7 10	8 12	7 10	0 0	2 3	4 7	3 4	0 0	0 1	5 5	8 8	10 10	0 0	26 26	235 235	1 1	3 3	2 2	4 6	2 3	0 1	3 4	0 1	90844 136267	
1 2	2 3	2 3	5 8	6 9	3 4	3 4	0 1	2 3	1 2	1 1	17 26	45 45	86 86	176 176	10 10	45 45	19063 19063	18 18	1 1	4 4	0 1	4 6	1 2	0 1	3 4	233640 350461	
0 1	2 3	0 0	3 4	4 6	1 2	4 6	0 1	2 3	0 1	0 0	9 14	7 7	2 2	12 12	1 1	9 9	1749 1749	10 10	5 5	5 5	1 2	4 6	1 2	3 4	1 2	145919 218878	
0 0	2 3	0 0	1 2	4 6	7 10	4 6	0 1	0 1	4 6	0 0	9 14	32 32	80 80	133 133	7 7	31 31	14530 14530	12 12	5 5	3 3	1 2	1 2	1 2	3 4	1 2	158229 237344	
3 4	2 3	0 1	8 12	8 12	5 8	2 3	2 3	0 1	1 2	1 1	20 31	7 7	15 15	33 33	2 2	21 21	3715 3715	4 4	5 5	3 3	1 2	2 3	4 6	1 2	3 4	271952 407929	
3 4	1 2	2 3	1 2	5 8	4 6	3 4	0 1	3 4	4 6	0 0	8 13	17 17	27 27	49 49	2 2	17 17	5242 5242	3 3	3 3	5 5	4 6	1 2	1 2	0 1	0 1	80000 120000	
2 3	0 0	0 0	8 12	1 2	4 6	1 2	0 1	0 1	0 1	1 1	13 20	45 45	94 94	175 175	9 9	19 19	17377 17377	2 2	3 3	1 1	3 4	4 6	2 3	1 2	2 3	184977 277466	
0 1	0 0	0 1	1 2	1 2	4 6	0 1	0 1	4 6	0 1	0 0	5 8	37 37	69 69	164 164	7 7	32 32	14853 14853	5 5	3 3	4 4	0 1	2 3	2 3	4 6	0 1	80000 120000	
1 2	3 4	2 3	4 7	4 7	4 7	0 0	1 2	4 7	3 4	1 1	20 31	44 44	92 92	199 199	9 9	25 25	18584 18584	15 15	3 3	2 2	3 4	3 4	3 4	2 3	3 4	235444 353166	
0 0	1 2	2 3	3 4	4 6	8 12	2 3	0 1	1 2	3 4	0 0	5 8	9 9	4 4	10 10	2 2	21 21	2052 2052	12 12	5 5	3 3	3 4	1 2	1 2	2 3	0 1	80000 120000	
2 3	0 0	1 2	8 12	2 3	4 7	1 2	3 4	1 2	4 6	0 0	8 13	37 37	70 70	151 151	8 8	26 26	14782 14782	12 12	3 3	5 5	4 6	3 4	3 4	2 3	1 2	105542 158313	
0 1	0 1	0 1	0 1	2 3	1 2	3 4	0 0	3 4	1 2	1 1	18 27	44 44	96 96	165 165	10 10	3 3	18492 18492	11 11	3 3	3 3	4 6	4 6	4 6	0 1	3 4	232864 349296	
0 1	0 1	3 4	4 7	4 7	7 10	3 4	2 3	2 3	4 6	1 1	15 22	34 34	70 70	128 128	6 6	41 41	13146 13146	9 9	5 5	4 4	0 1	3 4	4 6	4 6	2 3	200064 300097	
1 2	1 2	3 4	0 1	6 9	1 2	1 2	3 4	0 1	0 1	0 0	6 9	36 36	75 75	168 168	9 9	14 14	16323 16323	8 8	5 5	1 1	4 6	4 6	0 1	3 4	1 2	156511 234766	
3 4	2 3	3 4	3 4	4 6	7 10	1 2	3 4	2 3	1 2	1 1	14 21	39 39	60 60	120 120	6 6	37 37	13915 13915	0 0	4 4	1 1	0 1	4 6	2 3	2 3	2 3	208096 312144	
1 2	3 4	0 0	5 8	5 8	7 10	0 0	1 2	0 1	4 6	0 0	1 2	11 11	15 15	58 58	2 2	37 37	4583 4583	10 10	1 1	3 3	1 2	0 1	0 1	1 2	0 1	80000 120000	
1 2	1 2	3 4	1 2	4 7	0 1	3 4	3 4	6 9	3 4	1 1	20 31	16 16	35 35	51 51	3 3	28 28	6399 6399	10 10	5 5	3 3	3 4	0 1	1 2	0 1	3 4	241282 361923	
1 2	3 4	3 4	0 1	2 3	2 3	2 3	3 4	4 6	1 2	0 0	4 6	10 10	8 8	29 29	2 2	12 12	3475 3475	7 7	2 2	5 5	2 3	1 2	4 6	3 4	0 1	80000 120000	
1 2	0 1	0 0	3 4	4 6	8 12	0 0	2 3	1 2	1 2	0 0	8 12	36 36	68 68	136 136	7 7	50 50	14476 14476	11 11	1 1	2 2	2 3	2 3	0 1	1 2	1 2	132758 199137	
0 0	0 0	0 0	8 12	8 12	8 12	3 4	2 3	6 9	4 6	1 1	16 25	36 36	78 78	178 178	9 9	22 22	16042 16042	6 6	1 1	1 1	1 2	2 3	3 4	3 4	2 3	205478 308217	
3 4	0 0	1 2	3 4	8 12	8 12	0 1	3 4	1 2	2 3	1 1	17 26	24 24	51 51	117 117	6 6	50 50	11152 11152	19 19	1 1	2 2	0 1	2 3	2 3	4 6	2 3	190465 285698	
3 4	0 0	1 2	6 9	3 4	7 10	1 2	0 0	0 1	2 3	0 0	10 15	50 50	91 91	200 200	10 10	44 44	19539 19539	16 16	1 1	1 1	3 4	0 1	1 2	3 4	1 2	141088 211632	
